515.917 588.195
308.638 651.216
254.553 719.569
431.494 775.505
331.104 749.245
502.967 701.013
394.792 669.358
248.832 671.334
328.853 531.786
395.753 749.053
383.155 749.524
444.809 648.311
438.621 755.624
285.730 620.679
393.116 662.725
517.984 797.996
296.851 733.285
401.864 604.218
270.970 604.370
480.965 714.664
418.031 702.484
427.710 780.144
301.872 505.626
410.916 645.848
500.233 692.992
398.896 656.302
383.615 676.774
520.254 658.135
438.978 634.571
397.081 668.040
201.275 773.904
418.840 658.052
411.867 689.269
405.674 585.842
411.489 637.429
334.706 623.569
467.639 617.090
315.561 776.286
468.016 534.326
388.542 582.784
450.158 649.659
351.059 508.717
471.996 723.177
459.320 717.756
438.354 722.014
374.134 757.263
541.931 591.569
419.785 661.837
358.086 648.980
434.062 720.057
390.570 563.080
403.914 600.544
381.814 648.120
364.430 647.191
323.862 766.647
433.254 591.155
368.324 632.435
446.486 670.894
447.445 561.290
334.754 799.565
350.662 548.844
366.540 583.629
484.261 793.711
448.499 767.950
389.811 656.600
504.399 795.095
327.673 752.736
549.077 617.243
353.925 796.057
407.375 656.103
388.229 650.500
333.373 670.502
401.270 656.332
387.106 705.191
377.604 545.788
277.234 616.191
276.949 561.307
381.354 689.898
477.624 787.697
258.780 549.724
387.442 661.156
486.512 621.875
347.986 612.523
290.702 727.747
354.685 565.963
392.076 698.498
534.502 758.878
387.996 642.536
292.555 575.515
382.671 637.217
444.178 765.375
245.728 780.055
449.168 602.947
288.960 548.095
366.382 735.989
264.801 767.582
376.117 646.648
422.038 667.358
337.372 680.000
404.095 612.587
211.258 609.539
319.655 686.981
405.495 704.049
434.232 577.706
355.396 570.230
272.634 599.362
388.772 761.170
395.139 649.431
241.667 612.843
380.564 638.483
401.165 656.982
433.022 512.874
411.048 563.606
408.008 638.584
379.712 729.035
328.552 751.479
508.900 517.745
449.019 631.177
413.518 674.833
369.173 614.266
481.705 652.385
417.353 652.265
367.303 670.878
412.790 594.028
365.063 647.618
401.908 678.144
407.345 688.048
526.396 739.508
273.676 697.784
381.850 634.133
388.493 650.626
411.870 659.544
366.665 665.025
345.960 548.070
470.784 593.942
424.905 630.405
338.624 738.186
316.359 572.889
415.700 668.738
412.445 696.119
348.617 550.191
382.677 694.222
328.776 751.199
324.418 696.135
416.195 575.990
397.829 750.410
490.504 661.379
348.158 555.543
400.699 632.232
345.622 675.356
518.375 752.922
375.044 557.453
348.094 585.943
296.532 606.192
214.521 606.100
447.283 646.438
413.748 643.902
423.193 548.218
457.539 587.367
304.014 622.027
479.083 678.638
435.790 510.340
387.367 634.398
297.177 658.934
435.656 676.827
365.444 704.090
309.717 738.708
464.683 638.836
416.712 576.222
249.727 596.998
369.693 513.829
410.607 655.710
382.582 712.984
334.140 740.380
439.494 582.276
431.336 703.564
324.389 775.157
208.084 604.196
424.325 683.276
406.370 663.719
435.817 762.751
324.287 625.412
380.824 646.287
397.163 668.736
440.431 702.181
277.260 795.774
468.976 694.146
318.071 534.844
321.191 541.992
310.952 602.392
376.887 650.783
401.192 667.248
414.262 562.196
392.133 617.039
490.719 717.594
275.175 658.684
405.365 636.721
396.616 734.970
317.315 679.764
457.030 596.157
249.807 748.573
450.601 525.845
365.012 563.161
386.765 635.000
407.372 675.529
342.736 529.987
389.885 594.051
379.375 598.419
430.619 590.856
393.369 669.527
327.490 742.744
323.889 594.238
288.872 586.071
272.777 509.003
376.418 577.781
295.465 620.608
456.309 764.323
407.298 675.235
321.108 786.236
383.856 555.251
484.066 592.885
435.193 793.716
306.310 550.315
269.976 596.844
381.393 638.797
377.848 668.938
242.491 723.904
333.759 577.129
333.057 615.377
398.224 684.330
338.608 646.191
264.941 681.795
371.072 663.053
403.502 701.642
409.566 759.537
522.857 586.970
408.488 630.415
401.293 568.150
439.356 669.705
473.648 755.606
439.759 628.299
438.589 646.664
366.259 551.744
269.710 651.366
338.712 753.657
432.391 565.970
461.335 620.167
474.130 672.758
474.361 750.771
443.825 579.762
404.677 610.918
335.553 673.835
497.364 541.397
414.730 693.899
316.486 540.494
494.131 694.322
365.631 779.355
297.051 775.916
396.265 575.149
316.324 739.866
487.690 613.270
512.816 561.327
404.476 637.715
406.740 687.223
396.489 689.334
392.200 700.550
290.369 725.835
484.596 570.585
391.472 608.814
218.722 667.391
376.767 724.028
288.302 623.255
420.355 708.660
207.570 679.655
437.417 597.154
370.625 591.122
426.710 637.671
396.449 638.170
365.466 539.668
461.292 578.098
336.708 698.489
292.644 692.871
380.020 651.834
496.559 614.153
393.160 687.827
426.388 698.589
392.574 681.325
424.691 695.919
454.490 523.699
489.989 616.190
483.840 748.458
421.615 730.252
394.133 512.141
483.656 686.953
388.860 698.708
310.713 724.688
355.882 574.633
272.581 606.246
427.479 662.999
402.448 724.267
449.505 580.777
397.268 687.984
413.761 706.321
435.746 535.937
541.177 569.901
259.654 573.794
423.375 605.975
441.557 531.082
329.776 680.251
347.978 750.010
412.095 658.228
291.849 632.399
401.381 666.525
289.012 561.702
401.708 660.149
293.915 670.180
393.920 649.346
451.211 702.484
375.255 728.066
412.806 786.610
461.587 545.011
251.039 605.005
430.574 560.636
247.883 639.171
388.829 726.138
504.605 711.961
297.375 696.014
386.505 677.165
479.305 718.867
262.155 595.880
475.820 679.182
400.200 689.273
239.969 665.254
496.631 655.975
344.374 690.410
474.880 752.499
399.384 527.516
457.349 549.672
425.258 663.958
207.194 789.294
412.583 623.647
420.591 674.836
415.919 671.081
394.186 695.900
329.477 750.753
416.898 640.999
496.397 721.421
409.282 695.931
316.307 697.826
424.112 617.944
265.961 654.812
426.311 587.145
492.833 626.355
386.804 673.278
217.124 785.751
448.208 671.195
387.253 677.264
311.357 688.313
369.062 584.376
308.519 624.861
384.305 675.095
390.750 751.596
270.540 623.665
308.293 590.461
318.011 693.074
465.764 697.632
367.577 735.416
392.561 633.315
394.541 651.562
393.496 673.081
444.928 576.616
263.909 681.621
382.596 788.057
405.922 659.498
419.704 705.102
457.535 728.642
353.738 623.116
382.522 649.205
338.719 714.333
384.741 521.723
360.727 568.740
474.464 613.449
247.240 666.481
536.566 540.936
228.357 507.922
442.120 770.007
389.392 656.573
476.366 750.614
267.271 605.685
453.971 572.730
424.827 601.617
434.106 539.521
411.940 569.412
369.727 649.235
263.188 506.533
373.805 712.458
525.098 644.195
358.953 726.530
346.880 732.350
391.208 693.043
436.627 585.418
223.127 698.584
425.242 793.060
280.759 768.449
368.445 661.728
455.608 776.609
435.775 575.110
428.554 600.019
364.826 693.273
297.970 640.119
478.231 756.260
327.586 522.690
305.298 549.426
406.535 637.247
432.662 582.240
402.678 581.781
405.533 654.327
420.082 679.370
461.806 523.959
459.047 630.199
417.611 651.333
381.166 554.110
438.659 692.529
385.247 635.971
419.249 658.391
464.934 564.397
399.643 660.654
416.697 709.294
384.161 638.124
382.838 660.601
419.062 675.357
438.781 583.458
321.502 737.250
423.727 731.484
293.500 695.879
376.643 716.749
473.456 540.023
275.775 566.365
377.348 638.696
485.022 610.671
393.776 624.505
420.328 762.183
415.067 604.474
346.699 750.752
330.741 529.617
502.974 634.055
389.608 540.985
287.233 632.626
459.712 750.352
413.579 748.284
374.240 629.413
326.496 754.704
384.585 658.109
336.159 563.602
412.713 593.276
375.934 738.086
293.570 571.059
432.198 791.414
503.016 511.410
252.374 666.718
423.219 604.188
384.810 622.050
441.481 648.736
311.887 665.900
402.107 623.387
323.054 602.336
511.864 545.968
427.309 665.690
433.023 674.637
462.721 590.521
363.919 644.756
249.053 643.365
337.438 625.309
337.964 630.659
509.533 537.179
384.851 727.262
287.596 575.802
335.183 590.764
548.492 682.983
458.542 667.765
392.969 732.759
444.126 553.154
236.728 613.028
390.697 662.235
435.608 729.417
387.953 658.039
404.600 672.263
405.907 721.491
523.038 565.261
236.723 535.535
406.023 653.661
403.246 663.241
361.260 751.506
356.597 753.259
416.717 535.722
260.136 653.890
407.336 556.184
345.396 569.241
437.399 638.769
274.418 617.065
408.688 638.451
399.217 678.290
263.911 686.506
401.664 509.452
310.931 600.344
384.774 657.284
391.256 646.489
417.352 660.359
403.044 567.631
289.009 563.367
391.812 602.798
370.510 622.547
412.704 684.777
303.279 794.920
225.090 539.104
378.818 614.220
221.620 619.150
384.583 631.311
387.875 649.726
284.367 663.853
408.085 649.967
407.099 656.953
366.768 583.460
400.500 644.035
446.478 786.356
353.053 565.542
437.558 660.937
393.382 635.464
396.905 644.808
429.854 629.331
318.546 620.510
412.778 583.490
409.993 696.995
513.412 606.524
515.559 685.098
404.364 688.940
419.647 641.300
385.747 661.520
451.034 701.406
336.382 589.773
406.024 636.129
291.339 623.361
487.790 766.057
447.125 675.055
484.432 693.245
228.573 683.859
444.949 720.002
506.378 766.035
301.292 665.320
358.868 749.716
387.327 642.596
451.839 670.823
280.404 674.707
342.028 773.798
273.687 541.693
511.600 564.414
396.472 660.642
416.145 671.594
294.036 734.596
321.547 540.945
323.141 621.435
385.607 665.614
351.627 739.851
509.262 584.261
409.072 643.288
395.982 636.259
407.997 644.970
254.729 693.660
321.973 791.277
441.685 616.265
456.330 651.728
404.985 685.551
510.150 784.911
275.775 744.396
288.483 512.111
490.643 631.533
441.782 728.439
382.802 720.536
343.101 753.608
396.152 543.562
422.065 568.811
365.176 654.015
386.989 711.321
382.029 583.001
393.159 641.338
393.254 651.759
377.696 673.188
311.957 521.902
387.664 626.153
222.727 663.073
455.796 548.325
336.996 639.321
416.344 625.104
477.685 692.935
388.161 634.497
427.789 549.429
497.155 596.744
384.359 624.023
521.789 531.218
381.501 653.343
332.994 663.054
205.510 701.619
258.996 529.239
486.877 653.068
506.623 640.183
387.360 607.370
315.677 691.366
547.923 586.816
381.455 553.744
492.825 642.447
306.708 722.059
317.829 610.068
379.132 652.946
401.594 645.041
381.461 646.426
368.250 663.345
357.441 661.223
252.609 650.298
402.546 636.005
