       128.00000      0.14188000     0.024751000
       384.00000      0.11844300     0.022826700
       640.00000      0.15359900     0.025659100
       896.00000      0.17399700     0.030214700
       1920.0000      0.19430500     0.031506100
       5760.0000      0.21744900     0.041147600
       6016.0000      0.24734900     0.032009400
       6272.0000      0.18875500     0.028208500
       6528.0000      0.13797400     0.024440800
       6784.0000      0.19961500     0.030002900
       11648.000      0.16531800     0.026536100
       11904.000      0.18875500     0.028208500
       12160.000      0.25125500     0.032246800
       12416.000      0.25125500     0.032246800
       12672.000      0.19656800     0.028744300
       12928.000      0.16558500     0.035457600
       17280.000      0.29089300     0.047249700
       17536.000      0.22781800     0.030794600
       17792.000      0.18875500     0.028208500
       18048.000      0.17703700     0.027385100
       18304.000      0.17703700     0.027385100
       18560.000      0.17703700     0.027385100
       18816.000      0.16922400     0.026822100
       19072.000      0.18875500     0.028208500
       23168.000      0.18484900     0.027936700
       23424.000      0.14578700     0.025057400
       23680.000      0.14188000     0.024751000
       23936.000      0.21219300     0.029787100
       24192.000      0.22000500     0.030295000
       24448.000      0.25292900     0.034545300
       24704.000      0.26688000     0.033179700
       24960.000      0.21609900     0.030042100
       29056.000      0.13016200     0.023808300
       29312.000      0.13406800     0.024126600
       29568.000      0.16141200     0.026247000
       29824.000      0.18094300     0.027662200
       30080.000      0.19656800     0.028744300
       30336.000      0.19266200     0.028477600
       30592.000      0.14578700     0.025057400
       34688.000      0.16531800     0.026536100
       34944.000      0.16922400     0.026822100
       35200.000      0.25125500     0.032246800
       35456.000      0.14578700     0.025057400
       35712.000     0.098911600     0.021089500
       35968.000      0.15750500     0.025954700
       36224.000      0.17703700     0.027385100
       36480.000      0.16680900     0.028340000
       40320.000      0.19441400     0.032269100
       40576.000      0.23563000     0.031286100
       40832.000      0.22391200     0.030545800
       41088.000      0.22000500     0.030295000
       41344.000      0.14188000     0.024751000
       41600.000      0.16922400     0.026822100
       41856.000      0.22781800     0.030794600
       42112.000      0.16141200     0.026247000
       46208.000      0.16531800     0.026536100
       46464.000      0.12234900     0.023158500
       46720.000      0.14132200     0.026365400
       46976.000      0.13406800     0.024126600
       47232.000      0.16531800     0.026536100
       47488.000      0.14578700     0.025057400
       47744.000      0.13016200     0.023808300
       48000.000      0.10478100     0.022985700
       51840.000      0.22921300     0.031748100
       52096.000      0.18875500     0.028208500
       52352.000      0.19266200     0.028477600
       52608.000      0.18875500     0.028208500
       52864.000      0.18094300     0.027662200
       53120.000      0.22781800     0.030794600
       53376.000      0.17703700     0.027385100
       53632.000      0.20047400     0.029008500
       57984.000      0.26688000     0.033179700
       58240.000      0.20828700     0.029529800
       58496.000      0.16141200     0.026247000
       58752.000      0.15750500     0.025954700
       59008.000      0.10672400     0.021801000
       59264.000      0.15750500     0.025954700
       59520.000      0.19378100     0.035799800
       63616.000      0.16141200     0.026247000
       63872.000      0.18875500     0.028208500
       64128.000      0.22000500     0.030295000
       64384.000      0.20828700     0.029529800
       64640.000      0.23953700     0.031529100
       64896.000      0.25125500     0.032246800
       65152.000      0.20047400     0.029008500
       69248.000      0.24926600     0.036260400
       69504.000      0.25906800     0.032716600
       69760.000      0.25516200     0.032482600
       70016.000      0.24846500     0.034255700
       71040.000      0.15359900     0.025659100
       73856.000      0.16141200     0.026247000
       74112.000      0.12734900     0.023667500
       74368.000      0.14188000     0.024751000
       74624.000      0.19935800     0.030890500
       74880.000      0.16293600     0.026473900
       75136.000      0.15750500     0.025954700
       76160.000      0.16531800     0.026536100
       76416.000      0.21609900     0.030042100
       76672.000      0.21156200     0.030229100
       76928.000      0.21366600     0.036132700
       79744.000      0.18556200     0.028314700
       80000.000      0.19541600     0.029131100
       80256.000      0.21275100     0.031843600
       80512.000      0.19446300     0.028724700
       80768.000      0.18484900     0.027936700
       81024.000      0.18484900     0.027936700
       82304.000      0.19266200     0.028477600
       82560.000      0.25906800     0.032716600
       85632.000      0.20912000     0.031031300
       85888.000      0.17020400     0.027867600
       86144.000      0.27880100     0.034826100
       86400.000      0.24569400     0.032047000
       86656.000      0.20438000     0.029270300
       86912.000      0.18094300     0.027662200
       88192.000      0.16922400     0.026822100
       88448.000      0.17262700     0.036150100
