       2080.0000     0.021190600     0.010192300
       2400.0000     0.030565600     0.011540300
       2720.0000     0.036815600     0.012357600
       3040.0000     0.042570400     0.016829000
       4320.0000     0.057844400     0.020625300
       4640.0000     0.045496100     0.014111300
       4960.0000      0.10869100     0.019424700
       5280.0000      0.10244100     0.018915300
       5600.0000     0.055565600     0.014536300
       5920.0000     0.026781400     0.014146400
       7840.0000     0.039940600     0.012746600
       8160.0000     0.055565600     0.014536300
       8480.0000     0.080565600     0.017012600
       8800.0000     0.052440600     0.014196400
       9120.0000     0.049315600     0.013848200
       10400.000     0.020914900     0.011970200
       10720.000     0.024315600     0.010660600
       11040.000     0.049315600     0.013848200
       11360.000     0.071190600     0.016128600
       13600.000     0.039940600     0.012746600
       13920.000     0.014940600    0.0091843100
       14240.000     0.036815600     0.012357600
       14560.000     0.046190600     0.013491000
       14880.000     0.036815600     0.012357600
       15200.000     0.049315600     0.013848200
       16480.000     0.055565600     0.014536300
       16800.000     0.041120400     0.014412400
       19360.000     0.027440600     0.011109200
       19680.000     0.058690600     0.014868400
       20000.000     0.043065600     0.013124100
       20320.000     0.058690600     0.014868400
       20640.000     0.068065600     0.015823000
       20960.000     0.068065600     0.015823000
       21280.000     0.033690600     0.011956000
       21600.000     0.024315600     0.010660600
       21920.000     0.031607200     0.012284200
       22240.000     0.024315600     0.010660600
       22560.000     0.046190600     0.013491000
       24800.000     0.070190600     0.022396800
       25120.000     0.049315600     0.013848200
       25440.000     0.055565600     0.014536300
       25760.000     0.046190600     0.013491000
       26080.000     0.043065600     0.013124100
       26400.000     0.036815600     0.012357600
       26720.000     0.036815600     0.012357600
       27040.000     0.049315600     0.013848200
       28000.000     0.054910800     0.018191400
       28320.000     0.061815600     0.015193300
       31200.000     0.089940600     0.017852900
       31520.000     0.086815600     0.017577300
       31840.000     0.064940600     0.015511300
       32160.000     0.055565600     0.014536300
       32480.000     0.046190600     0.013491000
       32800.000     0.083690600     0.017297300
       33120.000     0.052440600     0.014196400
       33440.000     0.045496100     0.014111300
       33760.000     0.039940600     0.012746600
       34080.000     0.058690600     0.014868400
       34400.000     0.046543200     0.013572700
       36960.000      0.11181600     0.019674500
       37280.000     0.058690600     0.014868400
       37600.000     0.068065600     0.015823000
       37920.000     0.071190600     0.016128600
       38240.000     0.099315600     0.018655400
       38560.000     0.086815600     0.017577300
       38880.000      0.14619100     0.022237500
       39200.000      0.12535700     0.021827100
       39520.000      0.12535700     0.021827100
       39840.000      0.10244100     0.018915300
       40160.000     0.080565600     0.017012600
       40480.000     0.080021900     0.022658100
       42720.000      0.10244100     0.018915300
       43040.000      0.16494100     0.023518100
       43360.000      0.20869100     0.026264400
       43680.000      0.19931600     0.025700600
       44000.000      0.16181600     0.023309600
       44320.000      0.15244100     0.022672400
       44640.000      0.14931600     0.022456000
       44960.000      0.13924600     0.022905200
       45280.000      0.15869100     0.023099100
       45600.000      0.12119100     0.020405500
       45920.000      0.14931600     0.022456000
       46240.000      0.15886000     0.030941100
       48480.000     0.093065600     0.018124400
       48800.000     0.068065600     0.015823000
       49120.000     0.058690600     0.014868400
       49440.000     0.049315600     0.013848200
       49760.000     0.021190600     0.010192300
       50080.000     0.049315600     0.013848200
